title,year,rating,actors,duration,url
Müslüm,2018,7.7,"['Timuçin Esen', ' Zerrin Tekindor', ' Ayça Bingöl', ' Erkan Can']",136,https://www.imdb.com/title/tt7832124/
Maghzhaye Koochake Zang Zadeh,2018,7.7,"['Navid Mohammadzadeh', ' Farhad Aslani', ' Farid Sajjadi Hosseini', ' Marjan Ettefaghian']",103,https://www.imdb.com/title/tt7901798/
Searching,2018,7.6,"['John Cho', ' Debra Messing', ' Joseph Lee', ' Michelle La']",102,https://www.imdb.com/title/tt7668870/
La noche de 12 años,2018,7.5,"['Antonio de la Torre', ' Chino Darín', ' Alfonso Tort', ' César Troncoso']",122,https://www.imdb.com/title/tt6792282/
Lazzaro felice,2018,7.5,"['Adriano Tardiolo', ' Agnese Graziani', ' Alba Rohrwacher', ' Luca Chikovani']",128,https://www.imdb.com/title/tt6752992/
Den skyldige,2018,7.5,"['Jakob Cedergren', ' Jessica Dinnage', ' Omar Shargawi', ' Johan Gotthardt Olsen']",85,https://www.imdb.com/title/tt6742252/
Constantine: City of Demons,2018,7.4,"['Matt Ryan', ' Laura Bailey', ' Robin Atkin Downes', ' Rachel Kimsey']",90,https://www.imdb.com/title/tt9177882/
Shei xian ai shang ta de,2018,7.4,"['Roy Chiu', ' YingHsuan Hsieh', ' Spark Chen', ' Joseph Huang']",100,https://www.imdb.com/title/tt8443704/
Mard Ko Dard Nahin Hota,2018,7.4,"['Abhimanyu Dasani', ' Radhika Madan', ' Mahesh Manjrekar', ' Gulshan Devaiah']",134,https://www.imdb.com/title/tt8055888/
Raid,2018,7.4,"['Ajay Devgn', ' Ileana DCruz', ' Amit Bimrot', ' Saurabh Shukla']",122,https://www.imdb.com/title/tt7363076/
Abrahaminte Santhathikal,2018,7.4,"['Mammootty', ' Anson Paul', ' Renji Panicker', ' Yog Japee']",131,https://www.imdb.com/title/tt7345930/
Kelebekler,2018,7.4,"['Tolga Tekin', ' Bartu Küçükçaglayan', ' Tugce Altug', ' Serkan Keskin']",117,https://www.imdb.com/title/tt7318202/
Kona fer í stríð,2018,7.4,"['Halldóra Geirharðsdóttir', ' Jóhann Sigurðarson', ' Juan Camilo Román Estrada', ' Jörundur Ragnarsson']",101,https://www.imdb.com/title/tt7279188/
Blindspotting,2018,7.4,"['Daveed Diggs', ' Rafael Casal', ' Janina Gavankar', ' Jasmine Cephas Jones']",95,https://www.imdb.com/title/tt7242142/
Eighth Grade,2018,7.4,"['Elsie Fisher', ' Josh Hamilton', ' Emily Robinson', ' Jake Ryan']",93,https://www.imdb.com/title/tt7014006/
Journal 64,2018,7.4,"['Nikolaj Lie Kaas', ' Fares Fares', ' Johanne Louise Schmidt', ' Søren Pilmark']",119,https://www.imdb.com/title/tt6916362/
Durante la tormenta,2018,7.4,"['Adriana Ugarte', ' Chino Darín', ' Javier Gutiérrez', ' Álvaro Morte']",128,https://www.imdb.com/title/tt6908274/
102 Not Out,2018,7.4,"['Amitabh Bachchan', ' Rishi Kapoor', ' Vijay Raaz', ' Jimit Trivedi']",102,https://www.imdb.com/title/tt6580564/
I Can Only Imagine,2018,7.4,"['J Michael Finley', ' Madeline Carroll', ' Dennis Quaid', ' Trace Adkins']",110,https://www.imdb.com/title/tt6450186/
Imaikkaa Nodigal,2018,7.4,"['Nayanthara', ' Atharvaa Murali', ' Anurag Kashyap', ' Raashi Khanna']",170,https://www.imdb.com/title/tt6186910/
Mid90s,2018,7.4,"['Sunny Suljic', ' Katherine Waterston', ' Lucas Hedges', ' Nakel Smith']",85,https://www.imdb.com/title/tt5613484/
Ready Player One,2018,7.4,"['Tye Sheridan', ' Olivia Cooke', ' Ben Mendelsohn', ' Lena Waithe']",140,https://www.imdb.com/title/tt1677720/
The Guernsey Literary Society,2018,7.4,"['Jessica Brown Findlay', ' Tom Courtenay', ' Michiel Huisman', ' Katherine Parkinson']",124,https://www.imdb.com/title/tt1289403/
The Favourite,2018,7.5,"['Olivia Colman', ' Emma Stone', ' Rachel Weisz', ' Nicholas Hoult']",119,https://www.imdb.com/title/tt5083738/
303,2018,7.5,"['Mala Emde', ' Anton Spieker', ' Arndt SchweringSohnrey', ' Thomas Schmuckert']",145,https://www.imdb.com/title/tt5451118/
The Hate U Give,2018,7.5,"['Amandla Stenberg', ' Regina Hall', ' Russell Hornsby', ' Anthony Mackie']",133,https://www.imdb.com/title/tt5580266/
"Ruben Brandt, a gyujto",2018,7.5,"['Iván Kamarás', ' Csaba Márton', ' Gabriella Hámori', ' Matt Devere']",96,https://www.imdb.com/title/tt6241872/
Pájaros de verano,2018,7.5,"['Carmiña Martínez', ' José Acosta', ' Natalia Reyes', ' Jhon Narváez']",125,https://www.imdb.com/title/tt6386748/
Upgrade,2018,7.5,"['Logan MarshallGreen', ' Melanie Vallejo', ' Steve Danielsen', ' Abby Craden']",100,https://www.imdb.com/title/tt6499752/
Hichki,2018,7.5,"['Rani Mukerji', ' Asif Basra', ' Shivkumar Subramaniam', ' Rohit Saraf']",116,https://www.imdb.com/title/tt6588966/
A Quiet Place,2018,7.5,"['Emily Blunt', ' John Krasinski', ' Millicent Simmonds', ' Noah Jupe']",90,https://www.imdb.com/title/tt6644200/
Jigeum mannareo gabmida,2018,7.7,"['So Jiseob', ' Son Yejin', ' Yooram Bae', ' SoHyun Gam']",132,https://www.imdb.com/title/tt8092252/
Geetha Govindam,2018,7.7,"['Vijay Deverakonda', ' Rashmika Mandanna', ' Subbaraju', ' Mouryaani']",142,https://www.imdb.com/title/tt8590896/
Stree,2018,7.6,"['Rajkummar Rao', ' Shraddha Kapoor', ' Pankaj Tripathi', ' Aparshakti Khurana']",128,https://www.imdb.com/title/tt8108202/
Hereditary,2018,7.3,"['Toni Collette', ' Milly Shapiro', ' Gabriel Byrne', ' Alex Wolff']",127,https://www.imdb.com/title/tt7784604/
Mauvaises herbes,2018,7.3,"['Kheiron', ' Catherine Deneuve', ' André Dussollier', ' Louison Blivet']",100,https://www.imdb.com/title/tt6708116/
Campeones,2018,7.3,"['Javier Gutiérrez', ' Athenea Mata', ' Juan Margallo', ' José de Luna']",124,https://www.imdb.com/title/tt6793580/
Sulla mia pelle,2018,7.3,"['Alessandro Borghi', ' Massimiliano Tortora', ' Milvia Marigliano', ' Jasmine Trinca']",100,https://www.imdb.com/title/tt7121252/
Leto,2018,7.3,"['Roman Bilyk', ' Irina henbaum', ' Teo Yoo', ' Filipp Avdeev']",126,https://www.imdb.com/title/tt7342838/
Instant Family,2018,7.3,"['Mark Wahlberg', ' Rose Byrne', ' Isabela Merced', ' Gustavo Escobar']",118,https://www.imdb.com/title/tt7401588/
Da xiang xidi erzuo,2018,7.8,"['Yu Zhang', ' Yuchang Peng', ' Uvin Wang', ' Zi Xi']",230,https://www.imdb.com/title/tt8020896/
Bohemian Rhapsody,2018,7.9,"['Rami Malek', ' Lucy Boynton', ' Gwilym Lee', ' Ben Hardy']",134,https://www.imdb.com/title/tt1727824/
Raazi,2018,7.8,"['Alia Bhatt', ' Vicky Kaushal', ' Rajit Kapoor', ' Shishir Sharma']",138,https://www.imdb.com/title/tt7098658/
Isle of Dogs,2018,7.9,"['Bryan Cranston', ' Koyu Rankin', ' Edward Norton', ' Bob Balaban']",101,https://www.imdb.com/title/tt5104604/
The Nightingale,2018,7.3,"['Aisling Franciosi', ' Maya Christie', ' Baykali Ganambarr', ' Addison Christie']",136,https://www.imdb.com/title/tt4068576/
Wo bu shi yao shen,2018,7.9,"['Zheng Xu', ' Yiwei Zhou', ' Chuanjun Wang', ' Zhuo Tan']",117,https://www.imdb.com/title/tt7362036/
Padman,2018,7.9,"['Akshay Kumar', ' Radhika Apte', ' Sonam Kapoor', ' Jyoti Subhash']",140,https://www.imdb.com/title/tt7218518/
First Man,2018,7.3,"['Ryan Gosling', ' Claire Foy', ' Jason Clarke', ' Kyle Chandler']",141,https://www.imdb.com/title/tt1213641/
Goodachari,2018,7.9,"['Adivi Sesh', ' Sobhita Dhulipala', ' Jagapathi Babu', ' Prakash Raj']",147,https://www.imdb.com/title/tt7758160/
Doragon bôru chô: Burorî,2018,7.9,"['Masako Nozawa', ' Aya Hisakawa', ' Ryô Horikawa', ' Toshio Furukawa']",100,https://www.imdb.com/title/tt7961060/
Kler,2018,7.3,"['Arkadiusz Jakubik', ' Robert Wieckiewicz', ' Jacek Braciak', ' Joanna Kulig']",133,https://www.imdb.com/title/tt8738964/
Gold,2018,7.3,"['Akshay Kumar', ' Mouni Roy', ' Kunal Kapoor', ' Amit Sadh']",151,https://www.imdb.com/title/tt6173990/
Black Panther,2018,7.3,"['Chadwick Boseman', ' Michael B Jordan', ' Lupita Nyongo', ' Danai Gurira']",134,https://www.imdb.com/title/tt1825683/
Christopher Robin,2018,7.3,"['Ewan McGregor', ' Hayley Atwell', ' Bronte Carmichael', ' Mark Gatiss']",104,https://www.imdb.com/title/tt4575576/
Beautiful Boy,2018,7.3,"['Steve Carell', ' Maura Tierney', ' Jack Dylan Grazer', ' Oakley Bull']",120,https://www.imdb.com/title/tt1226837/
Werk ohne Autor,2018,7.8,"['Tom Schilling', ' Sebastian Koch', ' Paula Beer', ' Saskia Rosendahl']",189,https://www.imdb.com/title/tt5311542/
The Tale,2018,7.3,"['Laura Dern', ' Jason Ritter', ' Common', ' Elizabeth Debicki']",114,https://www.imdb.com/title/tt4015500/
How to Train Your Dragon: The Hidden World,2019,7.5,"['Jay Baruchel', ' America Ferrera', ' F Murray Abraham', ' Cate Blanchett']",104,https://www.imdb.com/title/tt2386490/
Avengers: Endgame,2019,8.4,"['Robert Downey Jr', ' Chris Evans', ' Mark Ruffalo', ' Chris Hemsworth']",181,https://www.imdb.com/title/tt4154796/
Richard Jewell,2019,7.5,"['Paul Walter Hauser', ' Sam Rockwell', ' Brandon Stanley', ' Ryan Boz']",131,https://www.imdb.com/title/tt3513548/
The Gentlemen,2019,7.8,"['Matthew McConaughey', ' Charlie Hunnam', ' Michelle Dockery', ' Jeremy Strong']",113,https://www.imdb.com/title/tt8367814/
Badla,2019,7.8,"['Amitabh Bachchan', ' Taapsee Pannu', ' Amrita Singh', ' Antonio Aakeel']",118,https://www.imdb.com/title/tt8130968/
The Painted Bird,2019,7.4,"['Petr Kotlár', ' Nina Sunevic', ' Alla Sokolova', ' Stanislav Bilyi']",169,https://www.imdb.com/title/tt1667354/
The Collini Case,2019,7.3,"['Elyas MBarek', ' Alexandra Maria Lara', ' Heiner Lauterbach', ' Manfred Zapatka']",123,https://www.imdb.com/title/tt8739752/
Systemsprenger,2019,7.8,"['Helena Zengel', ' Albrecht Schuch', ' Gabriela Maria Schmeide', ' Lisa Hagmeister']",125,https://www.imdb.com/title/tt8535968/
Lucifer,2019,7.5,"['Mohanlal', ' Vivek Oberoi', ' Manju Warrier', ' Tovino Thomas']",175,https://www.imdb.com/title/tt6067752/
A Vida Invisível,2019,7.8,"['Julia Stockler', ' Carol Duarte', ' Flávia Gusmão', ' António Fonseca']",139,https://www.imdb.com/title/tt6390668/
Sound of Metal,2019,7.8,"['Riz Ahmed', ' Olivia Cooke', ' Paul Raci', ' Lauren Ridloff']",120,https://www.imdb.com/title/tt5363618/
Agent Sai Srinivasa Athreya,2019,8.4,"['Naveen Polishetty', ' Shruti Sharma', ' Krishneswara Rao', ' Suhas']",148,https://www.imdb.com/title/tt10214826/
Little Women,2019,7.8,"['Saoirse Ronan', ' Emma Watson', ' Florence Pugh', ' Eliza Scanlen']",135,https://www.imdb.com/title/tt3281548/
Cep Herkülü: Naim Süleymanoglu,2019,8.3,"['Hayat Van Eck', ' Selen Öztürk', ' Yetkin Dikinciler', ' Gürkan Uygun']",141,https://www.imdb.com/title/tt9500372/
Alita: Battle Angel,2019,7.3,"['Rosa Salazar', ' Christoph Waltz', ' Jennifer Connelly', ' Mahershala Ali']",122,https://www.imdb.com/title/tt0437086/
Chhichhore,2019,8.3,"['Sushant Singh Rajput', ' Shraddha Kapoor', ' Varun Sharma', ' Prateik']",143,https://www.imdb.com/title/tt9052870/
1917,2019,8.3,"['DeanCharles Chapman', ' George MacKay', ' Daniel Mays', ' Colin Firth']",119,https://www.imdb.com/title/tt8579674/
The Tashkent Files,2019,7.8,"['Shweta Basu Prasad', ' Mithun Chakraborty', ' Naseeruddin Shah', ' Pankaj Tripathi']",134,https://www.imdb.com/title/tt8108268/
Bacurau,2019,7.4,"['Bárbara Colen', ' Thomas Aquino', ' Silvero Pereira', ' Thardelly Lima']",131,https://www.imdb.com/title/tt2762506/
John Wick: Chapter 3 - Parabellum,2019,7.4,"['Keanu Reeves', ' Halle Berry', ' Ian McShane', ' Laurence Fishburne']",130,https://www.imdb.com/title/tt6146586/
Super Deluxe,2019,8.4,"['Vijay Sethupathi', ' Fahadh Faasil', ' Samantha Ruth Prabhu', ' Ramya Krishnan']",176,https://www.imdb.com/title/tt7019942/
Ne Zha zhi mo tong jiang shi,2019,7.5,"['Yanting Lü', ' Joseph', ' Mo Han', ' Hao Chen']",110,https://www.imdb.com/title/tt10627720/
Avane Srimannarayana,2019,7.9,"['Rakshit Shetty', ' Shanvi Srivastava', ' Achyuth Kumar', ' Balaji Manohar']",186,https://www.imdb.com/title/tt7998242/
La Belle Époque,2019,7.4,"['Daniel Auteuil', ' Guillaume Canet', ' Doria Tillier', ' Fanny Ardant']",115,https://www.imdb.com/title/tt9172422/
Hors normes,2019,7.4,"['Vincent Cassel', ' Reda Kateb', ' Hélène Vincent', ' Bryan Mialoundama']",114,https://www.imdb.com/title/tt8655470/
Togo,2019,8.0,"['Willem Dafoe', ' Julianne Nicholson', ' Christopher Heyerdahl', ' Richard Dormer']",113,https://www.imdb.com/title/tt5116302/
Dear Comrade,2019,7.4,"['Vijay Deverakonda', ' Rashmika Mandanna', ' Raj Arjun', ' Shruti Ramachandran']",169,https://www.imdb.com/title/tt8388508/
Super 30,2019,8.0,"['Hrithik Roshan', ' Mrunal Thakur', ' Nandish Singh', ' Virendra Saxena']",154,https://www.imdb.com/title/tt7485048/
Marriage Story,2019,7.9,"['Adam Driver', ' Scarlett Johansson', ' Julia Greer', ' Azhy Robertson']",137,https://www.imdb.com/title/tt7653254/
Sye Raa Narasimha Reddy,2019,7.4,"['Chiranjeevi', ' Amitabh Bachchan', ' Sudeep', ' Vijay Sethupathi']",167,https://www.imdb.com/title/tt7283064/
Metri Shesh Va Nim,2019,8.0,"['Payman Maadi', ' Navid Mohammadzadeh', ' Parinaz Izadyar', ' Farhad Aslani']",131,https://www.imdb.com/title/tt9817070/
Jersey,2019,8.6,"['Nani', ' Shraddha Srinath', ' Sathyaraj', ' Harish Kalyan']",157,https://www.imdb.com/title/tt8948790/
Kumbalangi Nights,2019,8.6,"['Shane Nigam', ' Soubin Shahir', ' Fahadh Faasil', ' Sreenath Bhasi']",135,https://www.imdb.com/title/tt8413338/
Nerkonda Paarvai,2019,7.8,"['Ajith Kumar', ' Shraddha Srinath', ' Abhirami Venkatachalam', ' Andrea Tariang']",157,https://www.imdb.com/title/tt9675716/
Gisaengchung,2019,8.6,"['Kangho Song', ' Sunkyun Lee', ' Yeojeong Cho', ' Woosik Choi']",132,https://www.imdb.com/title/tt6751668/
Kaithi,2019,8.5,"['Karthi', ' Narain', ' Ramana', ' George Maryan']",145,https://www.imdb.com/title/tt9900782/
Asuran,2019,8.5,"['Dhanush', ' Manju Warrier', ' Prakash Raj', ' Pasupathy']",141,https://www.imdb.com/title/tt9477520/
Little Baby,2019,8.5,"['Priyanshu Chatterjee', ' Gulnaz Siganporia', ' Shivani Mahajan', ' Ravi Khanna']",105,https://www.imdb.com/title/tt8569206/
Gully Boy,2019,7.9,"['Vijay Varma', ' Nakul Roshan Sahdev', ' Ranveer Singh', ' Vijay Raaz']",154,https://www.imdb.com/title/tt2395469/
Downton Abbey,2019,7.4,"['Stephen Campbell Moore', ' Michael Fox', ' Lesley Nicol', ' Sophie McShera']",122,https://www.imdb.com/title/tt6398184/
Spider-Man: Far from Home,2019,7.4,"['Tom Holland', ' Samuel L Jackson', ' Jake Gyllenhaal', ' Marisa Tomei']",129,https://www.imdb.com/title/tt6320628/
Kesari,2019,7.4,"['Akshay Kumar', ' Parineeti Chopra', ' Suvinder Vicky', ' Vansh Bhardwaj']",150,https://www.imdb.com/title/tt6264938/
My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,2019,7.9,"['Daiki Yamashita', ' Nobuhiko Okamoto', ' Yuka Terasaki', ' Tomoyo Kurosawa']",104,https://www.imdb.com/title/tt11107074/
A Hidden Life,2019,7.4,"['August Diehl', ' Valerie Pachner', ' Maria Simon', ' Karin Neuhäuser']",174,https://www.imdb.com/title/tt5827916/
Uncut Gems,2019,7.4,"['Adam Sandler', ' Julia Fox', ' Idina Menzel', ' Mesfin Lamengo']",135,https://www.imdb.com/title/tt5727208/
Joker,2019,8.4,"['Joaquin Phoenix', ' Robert De Niro', ' Zazie Beetz', ' Frances Conroy']",122,https://www.imdb.com/title/tt7286456/
Mardaani 2,2019,7.4,"['Rani Mukerji', ' Komal Chhabria', ' Sunny Hinduja', ' Avneet Kaur']",103,https://www.imdb.com/title/tt5668770/
Jojo Rabbit,2019,7.9,"['Roman Griffin Davis', ' Thomasin McKenzie', ' Scarlett Johansson', ' Taika Waititi']",108,https://www.imdb.com/title/tt2584384/
Uri: The Surgical Strike,2019,8.3,"['Vicky Kaushal', ' Paresh Rawal', ' Mohit Raina', ' Yami Gautam']",138,https://www.imdb.com/title/tt8291224/
A Beautiful Day in the Neighborhood,2019,7.3,"['Tom Hanks', ' Matthew Rhys', ' Chris Cooper', ' Susan Kelechi Watson']",109,https://www.imdb.com/title/tt3224458/
Le Mans '66,2019,8.1,"['Matt Damon', ' Christian Bale', ' Jon Bernthal', ' Caitriona Balfe']",152,https://www.imdb.com/title/tt1950186/
Waves,2019,7.6,"['Kelvin Harrison Jr', ' Lucas Hedges', ' Taylor Russell', ' Alexa Demie']",135,https://www.imdb.com/title/tt8652728/
The Sky Is Pink,2019,7.6,"['Priyanka Chopra Jonas', ' Farhan Akhtar', ' Zaira Wasim', ' Rohit Saraf']",143,https://www.imdb.com/title/tt8902990/
Dark Waters,2019,7.6,"['Mark Ruffalo', ' Anne Hathaway', ' Tim Robbins', ' Bill Pullman']",126,https://www.imdb.com/title/tt9071322/
Shaonian de ni,2019,7.6,"['Dongyu Zhou', ' Jackson Yee', ' Fang Yin', ' Ye Zhou']",135,https://www.imdb.com/title/tt9586294/
J'ai perdu mon corps,2019,7.6,"['Hakim Faris', ' Victoire Du Bois', ' Patrick dAssumçao', ' Alfonso Arfi']",81,https://www.imdb.com/title/tt9806192/
Toy Story 4,2019,7.7,"['Tom Hanks', ' Tim Allen', ' Annie Potts', ' Tony Hale']",100,https://www.imdb.com/title/tt1979376/
Retrocausality,2019,7.3,"['Elisabeth Rioux', ' Kristian Denver Diaz', ' Logan Gervais', ' Aliser Ramos']",73,https://www.imdb.com/title/tt7535666/
The King,2019,7.3,"['Tom GlynnCarney', ' Gábor Czap', ' Tom Fisher', ' Edward Ashley']",140,https://www.imdb.com/title/tt7984766/
Honey Boy,2019,7.3,"['Shia LaBeouf', ' Lucas Hedges', ' Noah Jupe', ' Byron Bowers']",94,https://www.imdb.com/title/tt8151874/
Maharshi,2019,7.3,"['Mahesh Babu', ' Allari Naresh', ' Pooja Hegde', ' Jagapathi Babu']",176,https://www.imdb.com/title/tt8333978/
Saand Ki Aankh,2019,7.7,"['Taapsee Pannu', ' Bhumi Pednekar', ' Prakash Jha', ' Vineet Kumar Singh']",146,https://www.imdb.com/title/tt8108206/
Dolemite Is My Name,2019,7.3,"['Eddie Murphy', ' KeeganMichael Key', ' Mike Epps', ' Craig Robinson']",118,https://www.imdb.com/title/tt8526872/
The Farewell,2019,7.6,"['Shuzhen Zhao', ' Awkwafina', ' X Mayo', ' Hong Lu']",100,https://www.imdb.com/title/tt8637428/
Corpus Christi,2019,7.7,"['Bartosz Bielenia', ' Aleksandra Konieczna', ' Eliza Rycembel', ' Tomasz Zietek']",115,https://www.imdb.com/title/tt8649186/
The Blue Elephant 2,2019,8.2,"['Karim Abdel Aziz', ' Nelly Karim', ' Hind Sabri', ' Eyad Nassar']",130,https://www.imdb.com/title/tt10515086/
And Then We Danced,2019,7.7,"['Levan Gelbakhiani', ' Bachi Valishvili', ' Ana Javakishvili', ' Kakha Gogidze']",113,https://www.imdb.com/title/tt8963708/
Miracle in Cell No. 7,2019,8.2,"['Aras Bulut Iynemli', ' Nisa Sofiya Aksongur', ' Deniz Baysal', ' Celile Toyon Uysal']",132,https://www.imdb.com/title/tt10431500/
Article 15,2019,8.2,"['Ayushmann Khurrana', ' Nassar', ' Manoj Pahwa', ' Kumud Mishra']",130,https://www.imdb.com/title/tt10324144/
Our Friend,2019,7.3,"['Jason Segel', ' Isabella Kai', ' Violet McGraw', ' Casey Affleck']",124,https://www.imdb.com/title/tt9608818/
Bala,2019,7.3,"['Ayushmann Khurrana', ' Bhumi Pednekar', ' Yami Gautam', ' Saurabh Shukla']",133,https://www.imdb.com/title/tt9420648/
Portrait de la jeune fille en feu,2019,8.1,"['Noémie Merlant', ' Adèle Haenel', ' Luàna Bajrami', ' Valeria Golino']",122,https://www.imdb.com/title/tt8613070/
Section 375,2019,8.1,"['Akshaye Khanna', ' Richa Chadha', ' Rahul Bhatt', ' Meera Chopra']",124,https://www.imdb.com/title/tt8144834/
Sonchiriya,2019,8.1,"['Sushant Singh Rajput', ' Bhumi Pednekar', ' Ashutosh Rana', ' Ranvir Shorey']",143,https://www.imdb.com/title/tt8108200/
Driveways,2019,7.3,"['Lucas Jaye', ' Hong Chau', ' Brian Dennehy', ' Laurent Rejto']",83,https://www.imdb.com/title/tt9318280/
El Camino: A Breaking Bad Movie,2019,7.3,"['Aaron Paul', ' Jonathan Banks', ' Matt Jones', ' Charles Baker']",122,https://www.imdb.com/title/tt9243946/
Petta,2019,7.3,"['Rajinikanth', ' Vijay Sethupathi', ' Nawazuddin Siddiqui', ' M Sasikumar']",171,https://www.imdb.com/title/tt8959820/
Evaru,2019,8.2,"['Adivi Sesh', ' Regina Cassandra', ' Naveen Chandra', ' Murli Sharma']",118,https://www.imdb.com/title/tt10545484/
The Irishman,2019,7.8,"['Robert De Niro', ' Al Pacino', ' Joe Pesci', ' Harvey Keitel']",209,https://www.imdb.com/title/tt1302006/
The Two Popes,2019,7.6,"['Anthony Hopkins', ' Jonathan Pryce', ' Juan Minujín', ' Luis Gnecco']",125,https://www.imdb.com/title/tt8404614/
Klaus,2019,8.2,"['Jason Schwartzman', ' JK Simmons', ' Rashida Jones', ' Will Sasso']",96,https://www.imdb.com/title/tt4729430/
One Piece: Stampede,2019,7.7,"['Felecia Angelle', ' Greg Ayres', ' Tia Lynn Ballard', ' Brian Barber']",101,https://www.imdb.com/title/tt9430698/
Rocketman,2019,7.3,"['Taron Egerton', ' Jamie Bell', ' Richard Madden', ' Bryce Dallas Howard']",121,https://www.imdb.com/title/tt2066051/
The Lighthouse,2019,7.5,"['Robert Pattinson', ' Willem Dafoe', ' Valeriia Karaman', ' Logan Hawkes']",109,https://www.imdb.com/title/tt7984734/
Dolor y gloria,2019,7.5,"['Antonio Banderas', ' Asier Etxeandia', ' Leonardo Sbaraglia', ' Nora Navas']",113,https://www.imdb.com/title/tt8291806/
A Dog's Journey,2019,7.5,"['Josh Gad', ' Dennis Quaid', ' Kathryn Prescott', ' Marg Helgenberger']",109,https://www.imdb.com/title/tt8385474/
Sorkhpust,2019,7.5,"['Navid Mohammadzadeh', ' Parinaz Izadyar', ' Setareh Pesyani', ' Mani Haghighi']",87,https://www.imdb.com/title/tt8522820/
Jallikattu,2019,7.5,"['Antony Varghese', ' Chemban Vinod Jose', ' Sabumon Abdusamad', ' Jaffer Idukki']",95,https://www.imdb.com/title/tt8721556/
Tottaa Pataaka Item Maal,2019,7.5,"['Shalini Vatsa', ' Chitrangada Chakraborty', ' Sonal Joshi', ' Kritika Pande']",107,https://www.imdb.com/title/tt9000388/
Tenki no ko,2019,7.5,"['Kotaro Daigo', ' Nana Mori', ' Tsubasa Honda', ' Sakura Kiryu']",112,https://www.imdb.com/title/tt9426210/
Mosul,2019,7.2,"['Waleed Elgadi', ' Hayat Kamille', ' Thaer AlShayei', ' Suhail Dabbach']",86,https://www.imdb.com/title/tt9252468/
Les misérables,2019,7.6,"['Damien Bonnard', ' Alexis Manenti', ' Djebril Zonga', ' Issa Perica']",104,https://www.imdb.com/title/tt10199590/
Yangguang puzhao,2019,7.6,"['ChienHo Wu', ' Yiwen Chen', ' Samantha ShuChin Ko', ' KuanTing Liu']",156,https://www.imdb.com/title/tt10883506/
